index,Author Summary
105,"Further to the main independent variables, we provide a set of campaign-specific factors to control the model, consistent with Vismara [43] and Nguyen et al. [37]. For instance, we use size of the management team to capture ta project's human capital, while the dummy variable patent indicates the existence of a patent in the project documents and is used as a proxy for projects? intellectual capital. The variable active campaign encompasses parallel projects that raise funds at the same time, which potentially lead to less daily crowdfunding investment in target projects. Some empirical findings indicate that parallel projects diminish support from investors in equity crowdfunding [43] and lenders within lending platforms [18] as well as backers in reward-based crowdfunding [51]. Table 1 provides detailed definitions and descriptive statistics for all variables used. Regarding the number of key statistics in Table 1, on the average, projects attract about 5 investors and raise nearly ?10,000 daily. While the daily average number of investors in equity crowdfunding is comparable to that in other types of crowdfunding markets, such as reward-based crowdfunding [45] or lending-based crowdfunding [24,49], their daily fundraising volume is much higher. This indicates the important and potential role of equity crowdfunding in providing capital to young entrepreneurs. Our sample statistics are, to a large extent, consistent with samples of equity crowdfunding projects from other papers [23,42,43]."
106,We provide a correlation matrix among independent variables in Table 2. The correlation coefficients satisfy the condition of no multicollinearity in the model. We have no pair of variables that are highly correlated.
107,"Table 3 reports the results from our different panel regressions on the presence of herding dynamics in equity crowdfunding. Model 1 shows the results from curvilinear regression (specification 2), while models 2 and 3 report the outcomes of the linear regression in the first and last periods of the crowdfunding campaigns (specification 1). As the dependent variable of the daily number of investors is a non-negative integer, we first use random-effect negative binominal panel regressions in models 1?3 to control for overdispersion. Furthermore, following Xiao [45], we replicate models 1?3 in models 4?6 using random-effect OLS regressions with natural log of daily number of investors as the dependent variable. To confirm the robustness of the results, we also run model 4?6 using fixed-effect regressions. The results appear to be consistent."
108,"To illustrate the dynamics of these information sources throughout the funding process, Table 4 presents different statistics (mean, median, max, min) on the number of discussions and of Facebook and Twitter posts at the end of the first stage and the last stage of the funding cycle. Further to Table 4, Graph 1 shows the average growth rate of number of posts from these sources. The growth rate for each project is calculated as where, NDFTPLS is the number of discussions, Facebook, and Twitter posts at the end of the last stage, and NDFTPFS is the number of discussions, Facebook, and Twitter posts at the end of the first stage."
109,"We ran a series of different tests to confirm the robustness of our analysis. First, we constructed an interaction variable between the logarithm forms of lag investors and days available, which measures the number of days remaining in a funding campaign. We replicate the main analysis using this new interaction term in negative binominal and OLS specifications. Models 1 and 2 of Table 6 show that the interaction term is negative and statistically significant, suggesting that herding momentum is more prevalent toward the final days of the funding campaign (i.e., the number of days available is getting smaller). These results are consistent with our previous findings."
110,"We also replicate our main analysis using an alternative measure for herding, which is the momentum of daily funding amount and total prior funding amount, as used in the prior literature [24,45]. These measures are considered to be good alternative proxies, as information on funding amounts is publicly available in crowdfunding platforms, so as investors can use it in their funding decision-making. Indeed, as discussed in Zhang and Liu [49], investors may herd to solve two key questions of whether they should invest or not and if so, how much they should contribute. Table 7 replicates our main analysis from Table 3 using funding amount momentum as an alternative measure of herding behavior. The results from the robustness checks are largely consistent with the main finding that herding only occurs in the last stages of those funding campaigns. The results from replicating Table 3 using an alternative measure of herding are also robust."
111,"Finally, we extend our main analysis to another important UK equity platform?Seedrs. We replicate our main tests in a sample of 80 projects, listed in Seedrs during 2017?2018, as a method for assessing the validity of our main findings with out-of-sample data. Using a smaller set of control variables than for the Crowdcube projects, our results, illustrated in Table 8, suggest similar herding dynamics among Seedrs projects, with herding momentum appearing strongly in the final stage of the funding campaigns, and confirm our original findings."
112,"The items for the actualization of others- and self-oriented affordances (OAA and SAA, respectively) were developed in an iterative process based on the interview transcripts and often included the exact wording of the participants. Items for measuring the actualizations of affordances were developed for each user's goal-feature combination [57] and assessed on a 5-point Likert scale (1 = strongly disagree; 5 = strongly agree). If participants had trouble understanding an item, they could indicate this by choosing the option ?I don't understand the statement.? In the questionnaire, the items for the actualization of others- and self-oriented affordances were mixed and displayed in random order. Table 4 contains the final survey items with descriptive measures."
113,"Given that the measurement models of our predictors?OAA and SAA?are formative, specific criteria for assessing formative measurement models need to be applied. Some researchers propose that item weights that are significant at the 0.05 level and greater than 0.1 demonstrate high relevance for the formative construct [59]. Not all of our indicators met this criterion (Table 5). However, a simulation study by He [67] shows that it might be misleading and overly simplistic to assess indicator validity based on item weights only. He [67] argues that the contribution of individual items to the formative construct might be obscured by shared variance between indicators. This variance affects neither the predictive power nor the reliability of the construct. Despite the diverging views, there is an agreement not to omit items in formative models purely on statistical grounds. Dropping items alters the meaning of the formative construct and therefore is not recommended [58,59,63,67]. Hence, we kept all items, as each one covered a specific aspect of the constructs that emerged in our qualitative study. Another criterion for indicator validity is variance inflation factors (VIF) below 10 [59,68]. All VIFs of our items were below 1.6, which indicates that multicollinearity is not a problem (Table 5)."
114," Table 2 provides the sample profile information. There were 47 % male and 53 % female participants. More than 80 % of the participants were aged between 18 and 25 years, which is consistent with the statistics of the China Internet Network Information Center (CNNIC) [64] on social media users in China."
115,"The measurement models of reflective and formative variables should be tested differently [69]. For the reflective variables, we examined Cronbach's alpha and composite reliability (CR) for the reliability test, average variance extraction (AVE) values for the convergent validity test, and the square root of the AVE and the correlation coefficient between variables for the discriminant validity test. First, it can be seen from Table 3 that Cronbach's alpha and CR of all variables are more than 0.7, indicating good reliability of the questionnaire [70]. The results show that the AVE of every variable is above 0.5, indicating good convergent validity of the questionnaire [70]. Finally, as shown in Table 4, the square root value of the AVE of all variables is greater than the correlation coefficient between the variable and all other variables, indicating that the scale has good discriminant validity [70]. For the collinearity test, the variance inflation factor (VIF) statistics were used to detect the multicollinearity problem between structures. Inner VIF values range from 1.088 to 3.163, as shown in Table 5; outer VIF values range from 1.669 to 6.565, as shown in Table 3. The general statistical theory believes that the tolerance VIF value can be considered 10 [71]. The range of outer and inner VIF values of this model is far less than their recommended tolerance limits, so there is no serious multicollinearity problem."
116,"The measurement models of reflective and formative variables should be tested differently [69]. For the reflective variables, we examined Cronbach's alpha and composite reliability (CR) for the reliability test, average variance extraction (AVE) values for the convergent validity test, and the square root of the AVE and the correlation coefficient between variables for the discriminant validity test. First, it can be seen from Table 3 that Cronbach's alpha and CR of all variables are more than 0.7, indicating good reliability of the questionnaire [70]. The results show that the AVE of every variable is above 0.5, indicating good convergent validity of the questionnaire [70]. Finally, as shown in Table 4, the square root value of the AVE of all variables is greater than the correlation coefficient between the variable and all other variables, indicating that the scale has good discriminant validity [70]. For the collinearity test, the variance inflation factor (VIF) statistics were used to detect the multicollinearity problem between structures. Inner VIF values range from 1.088 to 3.163, as shown in Table 5; outer VIF values range from 1.669 to 6.565, as shown in Table 3. The general statistical theory believes that the tolerance VIF value can be considered 10 [71]. The range of outer and inner VIF values of this model is far less than their recommended tolerance limits, so there is no serious multicollinearity problem."
117,"The measurement models of reflective and formative variables should be tested differently [69]. For the reflective variables, we examined Cronbach's alpha and composite reliability (CR) for the reliability test, average variance extraction (AVE) values for the convergent validity test, and the square root of the AVE and the correlation coefficient between variables for the discriminant validity test. First, it can be seen from Table 3 that Cronbach's alpha and CR of all variables are more than 0.7, indicating good reliability of the questionnaire [70]. The results show that the AVE of every variable is above 0.5, indicating good convergent validity of the questionnaire [70]. Finally, as shown in Table 4, the square root value of the AVE of all variables is greater than the correlation coefficient between the variable and all other variables, indicating that the scale has good discriminant validity [70]. For the collinearity test, the variance inflation factor (VIF) statistics were used to detect the multicollinearity problem between structures. Inner VIF values range from 1.088 to 3.163, as shown in Table 5; outer VIF values range from 1.669 to 6.565, as shown in Table 3. The general statistical theory believes that the tolerance VIF value can be considered 10 [71]. The range of outer and inner VIF values of this model is far less than their recommended tolerance limits, so there is no serious multicollinearity problem."
118,"VIF values and item weights were examined to assess the reliability and validity of formative variables [69]. The reliability of the variable is considered adequate for VIF values lower than 3.00. If the item weights are significant at the statistical level, that is, if the t-values are greater than 1.960, then the validity test is satisfied. According to the results in Table 6, the formative variable (i.e., intermittent discontinuance) has good reliability and validity."
119,"The results of the structural model and hypothesis tests are presented in Fig. 4 and Table 7. As shown in Fig. 4, the corresponding R2 values for intermittent discontinuance, usage fatigue, and transition fatigue are 0.298, 0.332, and 0.651, respectively, indicating that the structural model has a good fit [75]. Table 7 indicates that all hypotheses are supported except for H3. Information (?=0.450, t = 8.940, P<0.001) and system feature (?=0.197, t = 3.671, P<0.001) overload positively and significantly affect usage fatigue, supporting H1 and H2. "
120,"We conducted a mediation analysis based on the guidelines of Nitzl and Roldan [77] and Zhao et al. [78]. As shown in Table 8, the direct effect of sunk and transition costs is significantly positive, while the indirect effect of transition fatigue is significantly negative. When the direct and indirect effects are both significant and point in opposite directions, the type of mediation is competitive mediation [78]. Therefore, transition fatigue exerts a competitive mediation effect, which weakens the impact of transition and sunk costs on intermittent discontinuance."
121,"Necessity analysis, which is used to identify whether the existence of a variable can be considered a necessary condition for a result, must be tested before analyzing sufficient conditional combinations [82]. Table 9 shows that both the consistency and coverage levels of each variable are below the recommended threshold of 0.9 for necessity analysis [80], indicating that the condition variables could not completely explain the outcome variable. Thus, no single condition was necessary for intermittent discontinuance. In conclusion, further analysis of the conditional configuration combinations is required."
122,"FsQCA3.0 is used to construct a 2K row truth table, where k is the number of antecedents. The recommended consistency measurement threshold is 0.8 or 0.9 [79]. This study chose 0.9 as a cut-off point to ensure a high degree of consistency at this stage of analysis. Fiss [83] recommended that the frequency threshold should be three when the samples exceed 150. This study set the number of acceptable cases to four. The final results for the configurations leading to high and low intermittent discontinuance are listed, respectively, in Tables 10 and 11."
123,"FsQCA3.0 is used to construct a 2K row truth table, where k is the number of antecedents. The recommended consistency measurement threshold is 0.8 or 0.9 [79]. This study chose 0.9 as a cut-off point to ensure a high degree of consistency at this stage of analysis. Fiss [83] recommended that the frequency threshold should be three when the samples exceed 150. This study set the number of acceptable cases to four. The final results for the configurations leading to high and low intermittent discontinuance are listed, respectively, in Tables 10 and 11."
124,"We examine an NFT transactions database sourced from Nadini et al. [30]. It spans from June 2017 to April 2021, containing over 6 million transactions from Ethereum and WAX networks. Table 1 summarizes the dataset. We aggregate the data on a monthly basis and run a battery of statistical tests. The underlying data have been sourced from five different NFT places: OpenSea, Atomic, Decentraland, Cryptokitties and Godsunchained. All the NFTs under consideration belong to the categories games, collectibles, metaverse, and art. The dataset is comprehensive and provides information about the date and time of transaction, accounts of the transacting parties, and transaction amount in USD as well as in Cryptocurrency units. Thus, the dataset is robust, statistically pliable, and representative of the general NFT market. The dataset is summarized in Table 1. The cryptocurrency price data of transactions is then exploited in this study to quantitatively assess the extent of the fraudulent practices prevalent in the NFT markets. All three statistical tests used in this study, Benford's test, Student's t-test for clustering and Power-law fitting, are performed on this parameter only. Fischer's test is then performed on the p-values obtained from the previous tests to address the concerns of type-1 error and p-hacking in the analysis. The present work performs analysis of monthly data to ascertain that wash trading is being thoroughly practiced in the NFT markets."
125,"Meanwhile, MAD conformity deals with the average divergence from an actual digit distribution. As per Nigrini and Miller [63], . We use the same author's decision criteria where values between 0.0012 and 0.0018 are acceptable, between 0.0018 and 0.0022 are marginally acceptable, and beyond 0.0022 are labeled as nonconformity. Results from Table 2 show that and scores from Chi-squared and Mantissa Arc tests necessitate rejection of the null hypothesis for all months. As a robustness check, we run a Distortion Factor Model, which is capable of revealing overstatement and understatement in data. We report the magnitude of the distortion of actual values against what Benford's Law expects. Conformity tests on mean absolute deviation (MAD) register positive results for only two months: September and October 2020. Otherwise, overall evidence overwhelmingly suggests violation of Benford's Law."
126,"Next, we investigate whether clustering takes place in NFT sales prices. Since human traders use round numbers as a mental heuristic to save time, such a test is well-suited to identify potential automatic trades, which often manifest in clusters. For each period, we divide the data into two groups: one with prices that are exact multiples of 1000 base units and another with prices within a 500 unit radius from multiples of 1000 base units. The base for the analysis is 4?10 units. The results of the clustering test in Table 3 show that, for 33 out of the 42 time periods analyzed, ~40 % of the trades are clustered around rounded values. This suggests that the majority of trades might be computer-generated."
127,"Our third investigation uses power laws to estimate the fat tails of the NFT prices. If detected, they could indicate the presence of herding behavior [65]. Prior works also attribute fat tails to inadequate information available to economic agents to value an asset [66]. Li et al. [67] have shown that for financial assets the tail exponents lie in the Pareto-Levy range, i.e.,where is the power law exponent. The results of the Power fitting law in Table 4 show that power exponents, on 21 out of 42 occasions, do not lie in the Pareto-Levy range, suggesting abnormal trading practices."
128,"The upshot of the three tests described above is this: the trading patterns suggest high probability of abnormal and computer-generated trading both symptoms of wash trading and price manipulation. However, since we apply multiple tests on the same dataset, concerns over type-1 error and p-hacking may surface. Hence, we perform a multiple hypothesis test using Fischer's method with the null hypothesis that NFT trades are consistent with universal patterns in traditional financial markets. The combined results in Table 5 show a rejection of the null hypothesis for all months alleviating the aforementioned concerns. Our results contradict traditional asset stylized facts. For instance, Corazza et al. [68] show that prices of S&P 500 stocks generally follow Benford's Law but not during extreme events; e.g. the September 11 attack in 2001 or the crash during the Global Financial Crisis. Within the digital asset sphere, our results are comparable to Cong et al.?s [58] report on cryptocurrencies traded on unregulated exchanges, but similarities do not extend to regulated exchanges. Overall, our results appear consistent with the prevalent reputation of NFTs."
129,"The second phase of this investigation studies both the first and second significant digits. As stated before, a comma or zero before the first natural number is ignored [61]. Benford's Law is used to attempt to detect anomalies in the datasets of the non-fungible tokens. Via this approach, an effort is made to inspect whether price manipulation is occurring in the non-fungible tokens markets. Most of the requirements that are stated above are met by the datasets in this research. However, for the volume data, the requirement of a large dataset is somewhat difficult. The benchmark for the required number of transactions for the price data was set at 1000. However, in the literature there is a discrepancy that a number of researchers use as the lower bound for the criteria of a large dataset. For example, Riccioni and Cerqueti [56] used 100 as the lower bound. Meanwhile, Vicic and To?ic [29] stated that the rule is at least 50?100 transactions, while they state that often thousands of observations are used. Some papers argue for 500 as the lower bound for a large dataset (Tables 6 and 7)."
130,"The second phase of this investigation studies both the first and second significant digits. As stated before, a comma or zero before the first natural number is ignored [61]. Benford's Law is used to attempt to detect anomalies in the datasets of the non-fungible tokens. Via this approach, an effort is made to inspect whether price manipulation is occurring in the non-fungible tokens markets. Most of the requirements that are stated above are met by the datasets in this research. However, for the volume data, the requirement of a large dataset is somewhat difficult. The benchmark for the required number of transactions for the price data was set at 1000. However, in the literature there is a discrepancy that a number of researchers use as the lower bound for the criteria of a large dataset. For example, Riccioni and Cerqueti [56] used 100 as the lower bound. Meanwhile, Vicic and To?ic [29] stated that the rule is at least 50?100 transactions, while they state that often thousands of observations are used. Some papers argue for 500 as the lower bound for a large dataset (Tables 6 and 7)."
131,"These categories are also mentioned in the descriptive data overview in Table 8, which stems from the Nadini dataset. In the selection of NFTs, there are 13 Art, 9 Collectibles, 20 Games, 4 Metaverses, 2 Others and 2 Utility NFTs. Some popular examples of NFTs in the Art category are CryptoKitties and CryptoPunks. Both CryptoKitties and CryptoPunks have thousands of different characters. Every cat or Punk is unique. CryptoKitties can even be used to breed a new CryptoKittie [74]. Bitverse, MLB Champion and Sorare are good examples of the category Collectibles. Bitverse is a digital universe where sets of cards can be collected. There are four types of cards, ranging from common to legendary (Bitverse Comics, 2021). MLB Champions and Sorare are quite similar NFTs. MLB Champions are virtual baseball players, while Sorare consists of player cards. In both MLB Champions and Sorare, the NFTs can be used to build teams and compete in a virtual game (Non-Fungible Corporation, n.d.). Some well-known NFTs, Axie Infinity, Gods Unchained and My Crypto Heroes, fall in the category of Games. Axie Infinity is a large gaming universe where cute pets, called Axies, live. The Axie universe is called Lunacia, which is the home for the Axies and the land there is tokenized. Axies? owners can collect, breed and battle with their pets (Non-Fungible Corporation, n.d.). Gods Unchained consists of six unique gods, who compete with each other in a virtual card game (Non-Fungible Corporation, n.d.). With the My Crypto Heroes NFTs, battles can be fought using all kinds of equipment (Non-Fungible Corporation, n.d.). Decentraland and Cryptovoxels are famous NFTs in the metaverse tribe. Users can choose what types of content they want to publish on their LAND, which is the NFT of Decentraland. The content can be static 3D scenes; however, it can also consist of any kind of interactive experience (Non-Fungible Corporation, n.d.). In the CryptoVoxels world, digital property can be bought and decorated with custom-designed monochrome blocks (Non-Fungible Corporation, n.d.). The two NFTs that are categorized as Others are CryptoAssault and Footbattle Card. CryptoAssault is one of the NFTs of which doubt can exist whether it is placed in the correct category. CryptoAssault is a 3D world in which territory can be battled for (Non-Fungible Corporation, n.d.). For Footbattle the same applies, as it is described as a footbattle management simulation (Non-Fungible Corporation, n.d.). The Utility NFTs are Unstoppable Domains and Urbit ID. Unstoppable Domains is an NFT that can be used to appoint simple names to cryptocurrency payments (Non-Fungible Corporation, n.d.). In contrast, Urbit ID can be used to send and receive cryptocurrency payments (Non-Fungible Corporation, n.d.). While there are NFTs in each of the six categories, it is very clear that the categories of Art, Collectibles and Games are the best represented in this subset (Table 9, Table 10, Table 11)."
132,"These categories are also mentioned in the descriptive data overview in Table 8, which stems from the Nadini dataset. In the selection of NFTs, there are 13 Art, 9 Collectibles, 20 Games, 4 Metaverses, 2 Others and 2 Utility NFTs. Some popular examples of NFTs in the Art category are CryptoKitties and CryptoPunks. Both CryptoKitties and CryptoPunks have thousands of different characters. Every cat or Punk is unique. CryptoKitties can even be used to breed a new CryptoKittie [74]. Bitverse, MLB Champion and Sorare are good examples of the category Collectibles. Bitverse is a digital universe where sets of cards can be collected. There are four types of cards, ranging from common to legendary (Bitverse Comics, 2021). MLB Champions and Sorare are quite similar NFTs. MLB Champions are virtual baseball players, while Sorare consists of player cards. In both MLB Champions and Sorare, the NFTs can be used to build teams and compete in a virtual game (Non-Fungible Corporation, n.d.). Some well-known NFTs, Axie Infinity, Gods Unchained and My Crypto Heroes, fall in the category of Games. Axie Infinity is a large gaming universe where cute pets, called Axies, live. The Axie universe is called Lunacia, which is the home for the Axies and the land there is tokenized. Axies? owners can collect, breed and battle with their pets (Non-Fungible Corporation, n.d.). Gods Unchained consists of six unique gods, who compete with each other in a virtual card game (Non-Fungible Corporation, n.d.). With the My Crypto Heroes NFTs, battles can be fought using all kinds of equipment (Non-Fungible Corporation, n.d.). Decentraland and Cryptovoxels are famous NFTs in the metaverse tribe. Users can choose what types of content they want to publish on their LAND, which is the NFT of Decentraland. The content can be static 3D scenes; however, it can also consist of any kind of interactive experience (Non-Fungible Corporation, n.d.). In the CryptoVoxels world, digital property can be bought and decorated with custom-designed monochrome blocks (Non-Fungible Corporation, n.d.). The two NFTs that are categorized as Others are CryptoAssault and Footbattle Card. CryptoAssault is one of the NFTs of which doubt can exist whether it is placed in the correct category. CryptoAssault is a 3D world in which territory can be battled for (Non-Fungible Corporation, n.d.). For Footbattle the same applies, as it is described as a footbattle management simulation (Non-Fungible Corporation, n.d.). The Utility NFTs are Unstoppable Domains and Urbit ID. Unstoppable Domains is an NFT that can be used to appoint simple names to cryptocurrency payments (Non-Fungible Corporation, n.d.). In contrast, Urbit ID can be used to send and receive cryptocurrency payments (Non-Fungible Corporation, n.d.). While there are NFTs in each of the six categories, it is very clear that the categories of Art, Collectibles and Games are the best represented in this subset (Table 9, Table 10, Table 11)."
133,"These categories are also mentioned in the descriptive data overview in Table 8, which stems from the Nadini dataset. In the selection of NFTs, there are 13 Art, 9 Collectibles, 20 Games, 4 Metaverses, 2 Others and 2 Utility NFTs. Some popular examples of NFTs in the Art category are CryptoKitties and CryptoPunks. Both CryptoKitties and CryptoPunks have thousands of different characters. Every cat or Punk is unique. CryptoKitties can even be used to breed a new CryptoKittie [74]. Bitverse, MLB Champion and Sorare are good examples of the category Collectibles. Bitverse is a digital universe where sets of cards can be collected. There are four types of cards, ranging from common to legendary (Bitverse Comics, 2021). MLB Champions and Sorare are quite similar NFTs. MLB Champions are virtual baseball players, while Sorare consists of player cards. In both MLB Champions and Sorare, the NFTs can be used to build teams and compete in a virtual game (Non-Fungible Corporation, n.d.). Some well-known NFTs, Axie Infinity, Gods Unchained and My Crypto Heroes, fall in the category of Games. Axie Infinity is a large gaming universe where cute pets, called Axies, live. The Axie universe is called Lunacia, which is the home for the Axies and the land there is tokenized. Axies? owners can collect, breed and battle with their pets (Non-Fungible Corporation, n.d.). Gods Unchained consists of six unique gods, who compete with each other in a virtual card game (Non-Fungible Corporation, n.d.). With the My Crypto Heroes NFTs, battles can be fought using all kinds of equipment (Non-Fungible Corporation, n.d.). Decentraland and Cryptovoxels are famous NFTs in the metaverse tribe. Users can choose what types of content they want to publish on their LAND, which is the NFT of Decentraland. The content can be static 3D scenes; however, it can also consist of any kind of interactive experience (Non-Fungible Corporation, n.d.). In the CryptoVoxels world, digital property can be bought and decorated with custom-designed monochrome blocks (Non-Fungible Corporation, n.d.). The two NFTs that are categorized as Others are CryptoAssault and Footbattle Card. CryptoAssault is one of the NFTs of which doubt can exist whether it is placed in the correct category. CryptoAssault is a 3D world in which territory can be battled for (Non-Fungible Corporation, n.d.). For Footbattle the same applies, as it is described as a footbattle management simulation (Non-Fungible Corporation, n.d.). The Utility NFTs are Unstoppable Domains and Urbit ID. Unstoppable Domains is an NFT that can be used to appoint simple names to cryptocurrency payments (Non-Fungible Corporation, n.d.). In contrast, Urbit ID can be used to send and receive cryptocurrency payments (Non-Fungible Corporation, n.d.). While there are NFTs in each of the six categories, it is very clear that the categories of Art, Collectibles and Games are the best represented in this subset (Table 9, Table 10, Table 11)."
134,"The results in the following tables are split into separate tables for the first and second digits and for the price and volume data. In total there are 8 tables with results. Conformity to Benford's Law is judged according to the Mean Absolute Deviation score while Pearson's chi-squared test can be unreliable for large datasets. In Table 12 the results are shown for the price data of the selection of 50 NFTs. For 16 out of the 50 NFTs the first digit distribution conforms to Benford's Law according to the Mean Absolute Deviation. Two of these conforming NFTs are also confirmed by a significant chi-squared statistic. It is noteworthy that, among others, the NFT collections Axie Infinity, CryptoKitties and Gods Unchained score an abnormally high chi-squared statistic."
135,"In Table 13 the results for the second digit distribution of the price data of the NFT selection are presented. Something outstanding here is that 22 out of 30 conforming NFTs score in close conformity. Eight out of the 30 NFTs that conform to Benford's Law also achieve a significant chi-squared statistic. Once again, the collections of Axie Infinity, CryptoKitties and Gods Unchained have high chi-squared statistics. For 0xuniverse and CyberKongz, these high values are observed as well."
136,"Table 14 reports the results of the first digit distribution of the volume data of the 50 NFTs. Eight NFTs score acceptable conformity, five score marginally acceptable conformity and the remaining 37 NFTs nonconformity. Eleven of 13 conforming NFTs also show significant chi-squared scores. However, out of the 37 nonconforming NFTs, six nonetheless have a significant chi-squared statistic, which would indicate conformity. Either way, the MAD score is deemed as the leading test statistic; therefore these NFTs remain classified as nonconforming."
137,"Table 16 moves on to the results of the yearly aggregated data, starting with the first digit distribution of the yearly aggregated price data. The years 2017 through 2019 scored acceptable conformity, 2020 scored close conformity and the first 117 days of 2021 scored nonconformity. Nonetheless, with a MAD score of 0.01567, it is still close to marginally acceptable conformity. The transactions that are included in the years that do conform to Benford's Law amount to 44.3 % of the total number of transactions (6062,744) that are examined in the results section. All years have a high chi-squared statistic. Regardless, the year 2021 has an extraordinarily high chi-squared statistic, namely over 140,000."
138,"Table 17 demonstrates the second digit distribution of the yearly aggregated price data of the complete Nadini dataset. All of the years 2017 through 2021 obtained close conformity to Benford's Law. Once more, all of the years show a high chi-squared statistic"
139,"A pattern can be observed in Tables 18 and 19. In total 16 NFTs conform to the first digit distribution according to Benford's Law. Fifteen out of these 16 NFTs also conform to the second digit distribution according to Benford's Law. Therefore, this might be a consistent pattern that can also be found in other transaction data. Economically this pattern seems to make sense as well. If price manipulation would take place, it would be logical that both digits or at least the first do(es) not conform to Benford's Law. It would not make sense if the first digit distribution does conform to Benford's Law while the second digit distribution does not conform to Benford's Law. However, this pattern is not as strong for the volume data. The findings indicate that merely seven NFTs out of the 13 that conform to Benford's first digit distribution also conform to Benford's second digit distribution. Additionally, it can be observed that the 50 NFTs that were selected conform more often to Benford's Law for the price data than for the volume data. There were four NFTs that conformed to Benford's Law in all four tables, namely Crypto Space Commanders, CryptoKitites, Decentraland and Gods Unchained. They conformed for both the price and the volume data to the first- and second-digit distributions of Benford's Law. No pattern is found regarding the different categories of the NFTs. The categories are dispersed relatively in the same manner in the results as in the NFT selection. It can be observed that there are more NFTs in Art, Collectible and Games that appear in the conforming results; however, these NFTs are also represented way more in the NFT selection. Therefore, no relative difference can be observed."
140,"Table 19 shows the first- and second-digit distribution of the yearly aggregated volume data of the entire market history as recorded by nonfungible.com. For both the first- and second-digit distribution, all years (2017 through 2022) score nonconformity according to the MAD statistic. However, for the first-digit distribution, the chi-squared statistic reports a significant value for the years 2017 and 2022. For the second-digit distribution, the same applies for all of the years. Again, this is probably due to the small N. A pattern can be observed in Tables 18 and 19. In total 16 NFTs conform to the first digit distribution according to Benford's Law. Fifteen out of these 16 NFTs also conform to the second digit distribution according to Benford's Law. Therefore, this might be a consistent pattern that can also be found in other transaction data. Economically this pattern seems to make sense as well. If price manipulation would take place, it would be logical that both digits or at least the first do(es) not conform to Benford's Law. It would not make sense if the first digit distribution does conform to Benford's Law while the second digit distribution does not conform to Benford's Law. However, this pattern is not as strong for the volume data. The findings indicate that merely seven NFTs out of the 13 that conform to Benford's first digit distribution also conform to Benford's second digit distribution. Additionally, it can be observed that the 50 NFTs that were selected conform more often to Benford's Law for the price data than for the volume data. There were four NFTs that conformed to Benford's Law in all four tables, namely Crypto Space Commanders, CryptoKitites, Decentraland and Gods Unchained. They conformed for both the price and the volume data to the first- and second-digit distributions of Benford's Law. No pattern is found regarding the different categories of the NFTs. The categories are dispersed relatively in the same manner in the results as in the NFT selection. It can be observed that there are more NFTs in Art, Collectible and Games that appear in the conforming results; however, these NFTs are also represented way more in the NFT selection. Therefore, no relative difference can be observed."
141,"We conducted nine semi-structured interviews with experts at the regional level, six at the intermediate level, and three at the national office level; these experts came from five different HNGOs. Most of our interviewees working at regional units were volunteers, as this is where most volunteers engage with HNGOs; our paid staff interviewees were mostly active in intermediate and national units (headquarters), where HNGO permanent operations are situated. Hence, our sample reflects these organizational structures. The interviews were conducted in German via Skype or by telephone in 2019 and 2020. All interviews were between 30 minutes and 2 1/2 hours in length, depending on how detailed responses were; interviews conducted later in the study tended to be longer as we refined our interview guide and protocols. Table 2 is an overview of the interview sample."
142,"Contribution intentions were regressed on crowdfunding platform type (1 = reward; 0 = donation), prosocial motivation, and their interaction (see Table 2 for the stepwise regression results). As expected, the results revealed a significant interaction between crowdfunding platform and prosocial motivation (B = 2.24, SE = 0.72, p < 0.01). As prosocial motivation is a continuous measure, the analyses were repeated using a spotlight analysis at one standard deviation below and above the mean (see Fig. 1; [63]). The analysis revealed a significant negative simple effect of crowdfunding platform type for participants low in prosocial motivation (B = -2.31, SE = 0.74, p < 0.01), indicating they were willing to contribute less money in the reward (vs. donation) condition. Conversely, there was no effect of crowdfunding platform type for those with high prosocial motivation (B = 0.93, SE = 0.71, p = 0.20)."
143,"Given that this study sampled the general population on MTurk rather than a more homogeneous undergraduate sample as in Study 1, we controlled for participants? gender, age, education level, and income. Contribution intentions were regressed on prosocial nature of the project description (1 = high; 0 = low), crowdfunding platform type (1 = reward; 0 = donation), prosocial motivation, their three-way interaction, and all lower-order interactions, while controlling for gender, age, education level, and income level (see Table 3 for the stepwise regression results). The results showed significant effects of the interaction between prosocial nature of the project description and crowdfunding platform type (B = -3.64, SE = 1.45, p = 0.01), the interaction between prosocial nature of the project description and prosocial motivation (B = -0.39, SE = 0.19, p = 0.04), and the three-way interaction between prosocial nature of the project description, crowdfunding platform type, and prosocial motivation (B = 0.56, SE = 0.26, p = 0.03). As prosocial motivation is a continuous measure, the analyses were repeated using a spotlight analysis at one standard deviation below and above the mean to probe the three-way interaction [63]. "
